Productnummer;Omschrijving;Inclusieve winkelprijzen;Exclusieve winkelprijzen;Persoonlijke prijs;Leverancier;LeverancierId
009015;COMISA NR 1316 KNIE K X M  10X12;6,93;5,73;3,15;Sterck;LF7FIsS6Lh
009016;COMISA NR 1316 KNIE K X M  12X38;6,22;5,14;2,83;Sterck;LF7FIsS6Lh
009017;COMISA NR 1316 KNIE K X M  12X12;5,43;4,49;2,47;Sterck;LF7FIsS6Lh
009018;COMISA NR 1316 KNIE K X M  15X38;5,54;4,58;2,52;Sterck;LF7FIsS6Lh
009019;COMISA NR 1316 KNIE K X M  15X12;4,65;3,84;2,11;Sterck;LF7FIsS6Lh
009020;COMISA NR 1316 KNIE K X M  15X34;9,41;7,78;4,28;Sterck;LF7FIsS6Lh
009021;COMISA NR 1316 KNIE K X M  18X12;8,28;6,84;3,76;Sterck;LF7FIsS6Lh
009023;COMISA NR 1316 KNIE K X M  22X34;6,80;5,62;3,09;Sterck;LF7FIsS6Lh
009026;COMISA NR 1317 KNIE K X V  10X38;7,84;6,48;3,56;Sterck;LF7FIsS6Lh
009027;COMISA NR 1317 KNIE K X V  10X12;8,09;6,69;3,68;Sterck;LF7FIsS6Lh
009028;COMISA NR 1317 KNIE K X V  12X38;4,79;3,96;2,18;Sterck;LF7FIsS6Lh
009029;COMISA NR 1317 KNIE K X V  12X12;4,82;3,98;2,19;Sterck;LF7FIsS6Lh
009030;COMISA NR 1317 KNIE K X V  15X38;5,94;4,91;2,70;Sterck;LF7FIsS6Lh
009031;COMISA NR 1317 KNIE K X V  15X12;4,26;3,52;1,94;Sterck;LF7FIsS6Lh
009032;COMISA NR 1317 KNIE K X V  15X34;7,90;6,53;3,59;Sterck;LF7FIsS6Lh
009033;COMISA NR 1317 KNIE K X V  18X12;8,09;6,69;3,68;Sterck;LF7FIsS6Lh
009034;COMISA NR 1317 KNIE K X V  18X34;8,93;7,38;4,06;Sterck;LF7FIsS6Lh
009035;COMISA NR 1317 KNIE K X V  22X34;6,09;5,03;2,77;Sterck;LF7FIsS6Lh
009022;COMISA NR 1316 KNIE K X M  18X34;9,05;7,48;4,11;Sterck;LF7FIsS6Lh
009069;COMISA NR 1330 TK X V X K 28X12X28;17,30;14,30;7,87;Sterck;LF7FIsS6Lh
009061;COMISA NR 1321 MUURPL. KXV  12X12;8,68;7,17;3,94;Sterck;LF7FIsS6Lh
009062;COMISA NR 1321 MUURPL. KXV  15X12;5,22;4,31;2,37;Sterck;LF7FIsS6Lh
059656;COMISA INSTEEKHULS VOOR ZACHTE KOPEREN BUIS 10 X 1;1,55;1,28;0,70;Sterck;LF7FIsS6Lh
059658;COMISA INSTEEKHULS VOOR ZACHTE KOPEREN BUIS 12 X 1;1,71;1,41;0,78;Sterck;LF7FIsS6Lh
059659;COMISA INSTEEKHULS VOOR ZACHTE KOPEREN BUIS 15 X 1;1,94;1,60;0,88;Sterck;LF7FIsS6Lh
059661;COMISA INSTEEKHULS VOOR ZACHTE KOPEREN BUIS 18 X 1;3,29;2,72;1,50;Sterck;LF7FIsS6Lh
059662;COMISA INSTEEKHULS VOOR ZACHTE KOPEREN BUIS 22 X 1;3,29;2,72;1,50;Sterck;LF7FIsS6Lh
008179;ATUSA NR.90 EO KNIE FF 3/8 GALVA;2,71;2,24;1,23;Sterck;LF7FIsS6Lh
008180;ATUSA NR.90 EO KNIE FF 1/2 GALVA;1,86;1,54;0,85;Sterck;LF7FIsS6Lh
008181;ATUSA NR.90 EO KNIE FF 3/4 GALVA;2,93;2,42;1,33;Sterck;LF7FIsS6Lh
008182;ATUSA NR.90 EO KNIE FF 1 GALVA;4,31;3,56;1,96;Sterck;LF7FIsS6Lh
008183;ATUSA NR.90 EO KNIE FF 5/4 GALVA;8,32;6,88;3,78;Sterck;LF7FIsS6Lh
008184;ATUSA NR.90 EO KNIE FF 6/4 GALVA;13,44;11,11;6,11;Sterck;LF7FIsS6Lh
008185;ATUSA NR.90 EO KNIE FF 2 GALVA;15,81;13,07;7,19;Sterck;LF7FIsS6Lh
008186;ATUSA NR.90 EO KNIE FF 2 1/2 GALV A;46,44;38,38;21,11;Sterck;LF7FIsS6Lh
008187;ATUSA NR.90 EO KNIE FF 3 GALVA;63,63;52,59;28,92;Sterck;LF7FIsS6Lh
008206;ATUSA NR.92 EO KNIE MF 1/4 GALVA;3,32;2,74;1,51;Sterck;LF7FIsS6Lh
008207;ATUSA NR.92 EO KNIE MF 3/8 GALVA;3,11;2,57;1,41;Sterck;LF7FIsS6Lh
008208;ATUSA NR.92 EO KNIE MF 1/2 GALVA;2,15;1,78;0,98;Sterck;LF7FIsS6Lh
008209;ATUSA NR.92 EO KNIE MF 3/4 GALVA;3,35;2,77;1,52;Sterck;LF7FIsS6Lh
008210;ATUSA NR.92 EO KNIE MF 1 GALVA;5,65;4,67;2,57;Sterck;LF7FIsS6Lh
008211;ATUSA NR.92 EO KNIE MF 5/4 GALVA;9,75;8,06;4,43;Sterck;LF7FIsS6Lh
008212;ATUSA NR.92 EO KNIE MF 6/4 GALVA;14,64;12,10;6,66;Sterck;LF7FIsS6Lh
008213;ATUSA NR.92 EO KNIE MF 2 GALVA;19,20;15,87;8,73;Sterck;LF7FIsS6Lh
008214;ATUSA NR.92 EO KNIE MF 2 1/2 GALV A;47,88;39,57;21,76;Sterck;LF7FIsS6Lh
008117;ATUSA NR.1A EO BOCHT KORT MF 1/2 GALVA;4,83;3,99;2,19;Sterck;LF7FIsS6Lh
008126;ATUSA NR.2 EO BOCHT FF 3/4 GALVA;9,27;7,66;4,21;Sterck;LF7FIsS6Lh
008127;ATUSA NR.2 EO BOCHT FF 1 GALVA;12,51;10,34;5,69;Sterck;LF7FIsS6Lh
008259;ATUSA NR.120 EO KNIE 45∞ FF 1/2 G ALVA;6,27;5,18;2,85;Sterck;LF7FIsS6Lh
008260;ATUSA NR.120 EO KNIE 45∞ FF 3/4 G ALVA;7,74;6,40;3,52;Sterck;LF7FIsS6Lh
008261;ATUSA NR.120 EO KNIE 45∞ FF 1 GAL VA;11,33;9,36;5,15;Sterck;LF7FIsS6Lh
008262;ATUSA NR.120 FT KNIE 45∞ FF 5/4 G ALVA;20,55;16,98;9,34;Sterck;LF7FIsS6Lh
008263;ATUSA NR.120 FT KNIE 45∞ FF 6/4 G ALVA;25,07;20,72;11,40;Sterck;LF7FIsS6Lh
008264;ATUSA NR.120 FT KNIE 45∞ FF 2 GAL VA;32,75;27,07;14,89;Sterck;LF7FIsS6Lh
008268;ATUSA NR.121 EO KNIE 45∞ MF 1/2 G ALVA;5,77;4,77;2,62;Sterck;LF7FIsS6Lh
008269;ATUSA NR.121 EO KNIE 45∞ MF 3/4 G ALVA;7,30;6,03;3,32;Sterck;LF7FIsS6Lh
008270;ATUSA NR.121 EO KNIE 45∞ MF 1 GAL VA;11,33;9,36;5,15;Sterck;LF7FIsS6Lh
008271;ATUSA NR.121 FT KNIE 45∞ MF 5/4 G ALVA;21,13;17,46;9,60;Sterck;LF7FIsS6Lh
008272;ATUSA NR.121 FT KNIE 45∞ MF 6/4 G ALVA;22,81;18,85;10,37;Sterck;LF7FIsS6Lh
008273;ATUSA NR.121 FT KNIE 45∞ MF 2 GAL VA;28,86;23,85;13,12;Sterck;LF7FIsS6Lh
008152;ATUSA NR.40 EO BOCHT 45∞ MF 1/2 G ALVA;5,97;4,93;2,71;Sterck;LF7FIsS6Lh
008164;ATUSA NR.41 EO BOCHT 45∞ FF 3/4 G ALVA;9,01;7,45;4,10;Sterck;LF7FIsS6Lh
008564;ATUSA NR.270 EO MOF FF 3/8 GALVA;2,61;2,16;1,19;Sterck;LF7FIsS6Lh
008565;ATUSA NR.270 EO MOF FF 1/2 GALVA;2,12;1,75;0,96;Sterck;LF7FIsS6Lh
008566;ATUSA NR.270 EO MOF FF 3/4 GALVA;2,90;2,40;1,32;Sterck;LF7FIsS6Lh
008567;ATUSA NR.270 EO MOF FF 1 GALVA;3,85;3,18;1,75;Sterck;LF7FIsS6Lh
008568;ATUSA NR.270 EO MOF FF 5/4 GALVA;6,06;5,01;2,76;Sterck;LF7FIsS6Lh
008569;ATUSA NR.270 EO MOF FF 6/4 GALVA;8,72;7,21;3,97;Sterck;LF7FIsS6Lh
008570;ATUSA NR.270 EO MOF FF 2 GALVA;12,96;10,71;5,89;Sterck;LF7FIsS6Lh
008571;ATUSA NR.270 EO MOF FF 2 1/2 GALV A;35,86;29,64;16,30;Sterck;LF7FIsS6Lh
008572;ATUSA NR.270 EO MOF FF 3 GALVA;43,10;35,62;19,59;Sterck;LF7FIsS6Lh
008584;ATUSA NR.280 EO NIPPEL MM 1/2 GAL VA;1,91;1,58;0,87;Sterck;LF7FIsS6Lh
008585;ATUSA NR.280 EO NIPPEL MM 3/4 GAL VA;2,49;2,06;1,13;Sterck;LF7FIsS6Lh
008586;ATUSA NR.280 EO NIPPEL MM 1 GALVA;3,59;2,97;1,63;Sterck;LF7FIsS6Lh
008587;ATUSA NR.280 EO NIPPEL MM 5/4 GAL VA;6,06;5,01;2,76;Sterck;LF7FIsS6Lh
008588;ATUSA NR.280 EO NIPPEL MM 6/4 GAL VA;6,99;5,78;3,18;Sterck;LF7FIsS6Lh
008589;ATUSA NR.280 EO NIPPEL MM 2 GALVA;12,61;10,42;5,73;Sterck;LF7FIsS6Lh
008590;ATUSA NR.280 EO NIPPEL MM 2 1/2 G ALVA;22,65;18,72;10,30;Sterck;LF7FIsS6Lh
008581;ATUSA NR.280 EO NIPPEL MM 1/8 GAL VA;3,51;2,90;1,60;Sterck;LF7FIsS6Lh
008582;ATUSA NR.280 EO NIPPEL MM 1/4 GAL VA;3,13;2,59;1,42;Sterck;LF7FIsS6Lh
008583;ATUSA NR.280 EO NIPPEL MM 3/8 GAL VA;3,59;2,97;1,63;Sterck;LF7FIsS6Lh
008591;ATUSA NR.280 EO NIPPEL MM 3 GALVA;27,30;22,56;12,41;Sterck;LF7FIsS6Lh
008278;ATUSA NR.130 EO T-STUK FFF 3/8 GA LVA;3,85;3,18;1,75;Sterck;LF7FIsS6Lh
008279;ATUSA NR.130 EO T-STUK FFF 1/2 GA LVA;2,49;2,06;1,13;Sterck;LF7FIsS6Lh
008280;ATUSA NR.130 EO T-STUK FFF 3/4 GA LVA;4,31;3,56;1,96;Sterck;LF7FIsS6Lh
008281;ATUSA NR.130 EO T-STUK FFF 1 GALV A;6,32;5,22;2,87;Sterck;LF7FIsS6Lh
008282;ATUSA NR.130 EO T-STUK FFF 5/4 GA LVA;11,33;9,36;5,15;Sterck;LF7FIsS6Lh
008283;ATUSA NR.130 EO T-STUK FFF 6/4 GA LVA;17,53;14,49;7,97;Sterck;LF7FIsS6Lh
008284;ATUSA NR.130 EO T-STUK FFF 2 GALV A;24,68;20,40;11,22;Sterck;LF7FIsS6Lh
008285;ATUSA NR.130 EO T-STUK FFF 2 1/2 GALVA;56,64;46,81;25,75;Sterck;LF7FIsS6Lh
008286;ATUSA NR.130 EO T-STUK FFF 3 GALV A;75,71;62,57;34,41;Sterck;LF7FIsS6Lh
008479;ATUSA NR.241 EO REDUCTIE MF 1/4X1/8 GALVA;3,13;2,59;1,42;Sterck;LF7FIsS6Lh
008480;ATUSA NR.241 EO REDUCTIE MF 3/8X1/8 GALVA;3,17;2,62;1,44;Sterck;LF7FIsS6Lh
008481;ATUSA NR.241 EO REDUCTIE MF 3/8X1/4 GALVA;2,43;2,01;1,11;Sterck;LF7FIsS6Lh
008482;ATUSA NR.241 EO REDUCTIE MF 1/2X1/8 GALVA;3,03;2,50;1,38;Sterck;LF7FIsS6Lh
008483;ATUSA NR.241 EO REDUCTIE MF 1/2X1/4 GALVA;1,90;1,57;0,86;Sterck;LF7FIsS6Lh
008484;ATUSA NR.241 EO REDUCTIE MF 1/2X3/8 GALVA;1,92;1,59;0,87;Sterck;LF7FIsS6Lh
008485;ATUSA NR.241 EO REDUCTIE MF 3/4X1/4 GALVA;3,47;2,87;1,58;Sterck;LF7FIsS6Lh
008486;ATUSA NR.241 EO REDUCTIE MF 3/4X3/8 GALVA;2,66;2,20;1,21;Sterck;LF7FIsS6Lh
008487;ATUSA NR.241 EO REDUCTIE MF 3/4X1/2 GALVA;2,02;1,67;0,92;Sterck;LF7FIsS6Lh
008488;ATUSA NR.241 FT REDUCTIE MF 1X1/4 GALVA;4,97;4,11;2,26;Sterck;LF7FIsS6Lh
008489;ATUSA NR.241 EO REDUCTIE MF 1X3/8 GALVA;4,38;3,62;1,99;Sterck;LF7FIsS6Lh
008490;ATUSA NR.241 EO REDUCTIE MF 1X1/2 GALVA;2,82;2,33;1,28;Sterck;LF7FIsS6Lh
008491;ATUSA NR.241 EO REDUCTIE MF 1X3/4 GALVA;2,64;2,18;1,20;Sterck;LF7FIsS6Lh
008492;ATUSA NR.241 EO REDUCTIE MF 5/4X3/8 GALVA;8,08;6,68;3,67;Sterck;LF7FIsS6Lh
008493;ATUSA NR.241 EO REDUCTIE MF 5/4X1/2 GALVA;4,88;4,03;2,22;Sterck;LF7FIsS6Lh
008494;ATUSA NR.241 EO REDUCTIE MF 5/4X3/4 GALVA;4,34;3,59;1,97;Sterck;LF7FIsS6Lh
008495;ATUSA NR.241 EO REDUCTIE MF 5/4X1 GALVA;3,21;2,65;1,46;Sterck;LF7FIsS6Lh
008496;ATUSA NR.241 EO REDUCTIE MF 6/4X1/2 GALVA;6,46;5,34;2,94;Sterck;LF7FIsS6Lh
008497;ATUSA NR.241 EO REDUCTIE MF 6/4X3/4 GALVA;7,15;5,91;3,25;Sterck;LF7FIsS6Lh
008498;ATUSA NR.241 EO REDUCTIE MF 6/4X1 GALVA;4,79;3,96;2,18;Sterck;LF7FIsS6Lh
008499;ATUSA NR.241 EO REDUCTIE MF 6/4X5/4 GALVA;4,88;4,03;2,22;Sterck;LF7FIsS6Lh
008500;ATUSA NR.241 EO REDUCTIE MF 2X1/2 GALVA;13,01;10,75;5,91;Sterck;LF7FIsS6Lh
008501;ATUSA NR.241 EO REDUCTIE MF 2X3/4 GALVA;12,86;10,63;5,85;Sterck;LF7FIsS6Lh
008502;ATUSA NR.241 EO REDUCTIE MF 2X1 GALVA;10,55;8,72;4,80;Sterck;LF7FIsS6Lh
008503;ATUSA NR.241 EO REDUCTIE MF 2X5/4 GALVA;10,06;8,31;4,57;Sterck;LF7FIsS6Lh
008504;ATUSA NR.241 EO REDUCTIE MF 2X6/4 GALVA;9,01;7,45;4,10;Sterck;LF7FIsS6Lh
008505;ATUSA NR.241 EO REDUCTIE MF 2 1/2X1 GALVA;20,74;17,14;9,43;Sterck;LF7FIsS6Lh
008512;ATUSA NR.241 EO REDUCTIE MF 3X2 GALVA;22,37;18,49;10,17;Sterck;LF7FIsS6Lh
008513;ATUSA NR.241 EO REDUCTIE MF 3X2 1/2 GALVA;25,33;20,93;11,51;Sterck;LF7FIsS6Lh
008508;ATUSA NR.241 EO REDUCTIE MF 2 1/2X2 GALVA;17,34;14,33;7,88;Sterck;LF7FIsS6Lh
008520;ATUSA NR.245 EO RED.NIPPEL MM 1/2X1/4 GALVA;4,83;3,99;2,19;Sterck;LF7FIsS6Lh
008521;ATUSA NR.245 EO RED.NIPPEL MM 1/2X3/8 GALVA;4,49;3,71;2,04;Sterck;LF7FIsS6Lh
008523;ATUSA NR.245 EO RED.NIPPEL MM 3/4X3/8 GALVA;8,03;6,64;3,65;Sterck;LF7FIsS6Lh
008524;ATUSA NR.245 EO RED.NIPPEL MM 3/4X1/2 GALVA;3,94;3,26;1,79;Sterck;LF7FIsS6Lh
008525;ATUSA NR.245 EO RED.NIPPEL MM 1X1/2 GALVA;7,94;6,56;3,61;Sterck;LF7FIsS6Lh
008526;ATUSA NR.245 EO RED.NIPPEL MM 1X3/4 GALVA;4,49;3,71;2,04;Sterck;LF7FIsS6Lh
008527;ATUSA NR.245 EO RED.NIPPEL MM 5/4X1/2 GALVA;12,17;10,06;5,53;Sterck;LF7FIsS6Lh
008528;ATUSA NR.245 EO RED.NIPPEL MM 5/4X3/4 GALVA;10,35;8,55;4,70;Sterck;LF7FIsS6Lh
008529;ATUSA NR.245 EO RED.NIPPEL MM 5/4X1 GALVA;7,15;5,91;3,25;Sterck;LF7FIsS6Lh
008530;ATUSA NR.245 EO RED.NIPPEL MM 6/4X3/4 GALVA;10,49;8,67;4,77;Sterck;LF7FIsS6Lh
008531;ATUSA NR.245 EO RED.NIPPEL MM 6/4X1 GALVA;16,70;13,80;7,59;Sterck;LF7FIsS6Lh
008532;ATUSA NR.245 EO RED.NIPPEL MM 6/4X5/4 GALVA;9,01;7,45;4,10;Sterck;LF7FIsS6Lh
008533;ATUSA NR.245 EO RED.NIPPEL MM 2X1 GALVA;15,03;12,42;6,83;Sterck;LF7FIsS6Lh
008534;ATUSA NR.245 EO RED.NIPPEL MM 2X5/4 GALVA;18,72;15,47;8,51;Sterck;LF7FIsS6Lh
008535;ATUSA NR.245 EO RED.NIPPEL MM 2X6/4 GALVA;17,10;14,13;7,77;Sterck;LF7FIsS6Lh
008542;ATUSA NR.246 EO VERLOOPMOF FM 3/8 X1/4 GALVA;3,36;2,78;1,53;Sterck;LF7FIsS6Lh
008543;ATUSA NR.246 EO VERLOOPMOF FM 1/2 X1/4 GALVA;4,49;3,71;2,04;Sterck;LF7FIsS6Lh
008544;ATUSA NR.246 EO VERLOOPMOF FM 1/2 X3/8 GALVA;3,59;2,97;1,63;Sterck;LF7FIsS6Lh
008545;ATUSA NR.246 EO VERLOOPMOF FM 3/4 X3/8 GALVA;6,11;5,05;2,78;Sterck;LF7FIsS6Lh
008546;ATUSA NR.246 EO VERLOOPMOF FM 3/4 X1/2 GALVA;3,90;3,22;1,77;Sterck;LF7FIsS6Lh
008547;ATUSA NR.246 EO VERLOOPMOF FM 1X1 /2 GALVA;5,97;4,93;2,71;Sterck;LF7FIsS6Lh
008548;ATUSA NR.246 EO VERLOOPMOF FM 1X3 /4 GALVA;6,30;5,21;2,87;Sterck;LF7FIsS6Lh
008549;ATUSA NR.246 EO VERLOOPMOF FM 5/4 X1/2 GALVA;15,32;12,66;6,96;Sterck;LF7FIsS6Lh
008550;ATUSA NR.246 EO VERLOOPMOF FM 5/4 X3/4 GALVA;11,33;9,36;5,15;Sterck;LF7FIsS6Lh
008551;ATUSA NR.246 EO VERLOOPMOF FM 5/4 X1 GALVA;6,99;5,78;3,18;Sterck;LF7FIsS6Lh
008553;ATUSA NR.246 EO VERLOOPMOF FM 6/4 X1 GALVA;13,50;11,16;6,14;Sterck;LF7FIsS6Lh
008554;ATUSA NR.246 EO VERLOOPMOF FM 6/4 X5/4 GALVA;11,82;9,77;5,37;Sterck;LF7FIsS6Lh
008556;ATUSA NR.246 EO VERLOOPMOF FM 2X5 /4 GALVA;19,12;15,80;8,69;Sterck;LF7FIsS6Lh
008557;ATUSA NR.246 EO VERLOOPMOF FM 2X6 /4 GALVA;20,15;16,65;9,16;Sterck;LF7FIsS6Lh
008541;ATUSA NR.246 EO VERLOOPMOF FM 1/4 X1/8 GALVA;3,96;3,27;1,80;Sterck;LF7FIsS6Lh
008445;ATUSA NR.240 EO VERLOOPMOF FF 1/4 X1/8 GALVA;4,10;3,39;1,86;Sterck;LF7FIsS6Lh
008447;ATUSA NR.240 EO VERLOOPMOF FF 3/8 X1/4 GALVA;3,70;3,06;1,68;Sterck;LF7FIsS6Lh
008448;ATUSA NR.240 FT VERLOOPMOF FF 1/2 X1/4 GALVA;3,86;3,19;1,75;Sterck;LF7FIsS6Lh
008449;ATUSA NR.240 EO VERLOOPMOF FF 1/2 X3/8 GALVA;3,21;2,65;1,46;Sterck;LF7FIsS6Lh
008452;ATUSA NR.240 EO VERLOOPMOF FF 3/4 X1/2 GALVA;3,80;3,14;1,73;Sterck;LF7FIsS6Lh
008453;ATUSA NR.240 EO VERLOOPMOF FF 1X3 /8 GALVA;6,27;5,18;2,85;Sterck;LF7FIsS6Lh
008454;ATUSA NR.240 EO VERLOOPMOF FF 1X1 /2 GALVA;4,79;3,96;2,18;Sterck;LF7FIsS6Lh
008455;ATUSA NR.240 EO VERLOOPMOF FF 1X3 /4 GALVA;4,34;3,59;1,97;Sterck;LF7FIsS6Lh
008457;ATUSA NR.240 EO VERLOOPMOF FF 5/4 X1/2 GALVA;9,16;7,57;4,16;Sterck;LF7FIsS6Lh
008458;ATUSA NR.240 EO VERLOOPMOF FF 5/4 X3/4 GALVA;8,08;6,68;3,67;Sterck;LF7FIsS6Lh
008459;ATUSA NR.240 EO VERLOOPMOF FF 5/4 X1 GALVA;7,83;6,47;3,56;Sterck;LF7FIsS6Lh
008460;ATUSA NR.240 EO VERLOOPMOF FF 6/4 X1/2 GALVA;14,14;11,69;6,43;Sterck;LF7FIsS6Lh
008461;ATUSA NR.240 EO VERLOOPMOF FF 6/4 X3/4 GALVA;12,51;10,34;5,69;Sterck;LF7FIsS6Lh
008462;ATUSA NR.240 EO VERLOOPMOF FF 6/4 X1 GALVA;9,51;7,86;4,32;Sterck;LF7FIsS6Lh
008463;ATUSA NR.240 EO VERLOOPMOF FF 6/4 X5/4 GALVA;10,49;8,67;4,77;Sterck;LF7FIsS6Lh
008465;ATUSA NR.240 EO VERLOOPMOF FF 2X3 /4 GALVA;20,34;16,81;9,25;Sterck;LF7FIsS6Lh
008466;ATUSA NR.240 EO VERLOOPMOF FF 2X1 GALVA;18,72;15,47;8,51;Sterck;LF7FIsS6Lh
008467;ATUSA NR.240 EO VERLOOPMOF FF 2X5 /4 GALVA;16,55;13,68;7,52;Sterck;LF7FIsS6Lh
008468;ATUSA NR.240 EO VERLOOPMOF FF 2X6 /4 GALVA;15,67;12,95;7,12;Sterck;LF7FIsS6Lh
008602;ATUSA NR.290 EO STOP 3/8 GALVA;1,48;1,22;0,67;Sterck;LF7FIsS6Lh
008603;ATUSA NR.290 EO STOP 1/2 GALVA;1,49;1,23;0,68;Sterck;LF7FIsS6Lh
008604;ATUSA NR.290 EO STOP 3/4 GALVA;2,02;1,67;0,92;Sterck;LF7FIsS6Lh
008605;ATUSA NR.290 EO STOP 1 GALVA;2,20;1,82;1,00;Sterck;LF7FIsS6Lh
008606;ATUSA NR.290 EO STOP 5/4 GALVA;4,19;3,46;1,90;Sterck;LF7FIsS6Lh
008607;ATUSA NR.290 EO STOP 6/4 GALVA;5,13;4,24;2,33;Sterck;LF7FIsS6Lh
008608;ATUSA NR.290 EO STOP 2 GALVA;9,22;7,62;4,19;Sterck;LF7FIsS6Lh
008617;ATUSA NR.291 EO STOP /BOORD 1 GAL VA;3,06;2,53;1,39;Sterck;LF7FIsS6Lh
008620;ATUSA NR.291 EO STOP /BOORD 2 GAL VA;10,06;8,31;4,57;Sterck;LF7FIsS6Lh
008616;ATUSA NR.300 DOP 3/4 GALVA;2,90;2,40;1,32;Sterck;LF7FIsS6Lh
008631;ATUSA NR.300 EO DOP 5/4 GALVA;5,13;4,24;2,33;Sterck;LF7FIsS6Lh
008628;ATUSA NR.300 EO DOP 1/2 GALVA;2,42;2,00;1,10;Sterck;LF7FIsS6Lh
008630;ATUSA NR.300 EO DOP 1 GALVA;3,40;2,81;1,55;Sterck;LF7FIsS6Lh
008632;ATUSA NR.300 EO DOP 6/4 GALVA;6,40;5,29;2,91;Sterck;LF7FIsS6Lh
008633;ATUSA NR.300 EO DOP 2 GALVA;12,11;10,01;5,51;Sterck;LF7FIsS6Lh
008687;ATUSA NR.340 EO KOPPELING FF 1/2 GALVA;9,61;7,94;4,37;Sterck;LF7FIsS6Lh
008688;ATUSA NR.340 EO KOPPELING FF 3/4 GALVA;10,89;9,00;4,95;Sterck;LF7FIsS6Lh
008689;ATUSA NR.340 EO KOPPELING FF 1 GA LVA;12,56;10,38;5,71;Sterck;LF7FIsS6Lh
008690;ATUSA NR.340 EO KOPPELING FF 5/4 GALVA;21,62;17,87;9,83;Sterck;LF7FIsS6Lh
008691;ATUSA NR.340 EO KOPPELING FF 6/4 GALVA;25,33;20,93;11,51;Sterck;LF7FIsS6Lh
008692;ATUSA NR.340 EO KOPPELING FF 2 GA LVA;41,67;34,44;18,94;Sterck;LF7FIsS6Lh
008694;ATUSA NR.340 EO KOPPELING FF 3 GA LVA;127,92;105,72;58,15;Sterck;LF7FIsS6Lh
008697;ATUSA NR.341 EO KOPPELING MF 3/8 GALVA;11,28;9,32;5,13;Sterck;LF7FIsS6Lh
008698;ATUSA NR.341 EO KOPPELING MF 1/2 GALVA;9,35;7,73;4,25;Sterck;LF7FIsS6Lh
008699;ATUSA NR.341 EO KOPPELING MF 3/4 GALVA;11,33;9,36;5,15;Sterck;LF7FIsS6Lh
008700;ATUSA NR.341 EO KOPPELING MF 1 GA LVA;14,04;11,60;6,38;Sterck;LF7FIsS6Lh
008701;ATUSA NR.341 EO KOPPELING MF 5/4 GALVA;22,31;18,44;10,14;Sterck;LF7FIsS6Lh
008702;ATUSA NR.341 EO KOPPELING MF 6/4 GALVA;28,62;23,65;13,01;Sterck;LF7FIsS6Lh
008703;ATUSA NR.341 EO KOPPELING MF 2 GA LVA;45,67;37,74;20,76;Sterck;LF7FIsS6Lh
008234;ATUSA NR.96 EO KNIEKOPP. FF 1/2 G ALVA;12,86;10,63;5,85;Sterck;LF7FIsS6Lh
008253;ATUSA NR.98 EO KNIEKOPP. MF 5/4 G ALVA;37,68;31,14;17,13;Sterck;LF7FIsS6Lh
008189;ATUSA NR.90R FT RED. KNIE FF 3/8X 1/4 GALVA;4,83;3,99;2,19;Sterck;LF7FIsS6Lh
008190;ATUSA NR.90R FT RED. KNIE FF 1/2X 1/4 GALVA;8,34;6,89;3,79;Sterck;LF7FIsS6Lh
008191;ATUSA NR.90R EO RED. KNIE FF 1/2X 3/8 GALVA;3,55;2,93;1,61;Sterck;LF7FIsS6Lh
008192;ATUSA NR.90R EO RED. KNIE FF 3/4X 3/8 GALVA;5,87;4,85;2,67;Sterck;LF7FIsS6Lh
008193;ATUSA NR.90R EO RED. KNIE FF 3/4X 1/2 GALVA;3,99;3,30;1,82;Sterck;LF7FIsS6Lh
008194;ATUSA NR.90R EO RED. KNIE FF 1X1/ 2 GALVA;5,82;4,81;2,65;Sterck;LF7FIsS6Lh
008195;ATUSA NR.90R EO RED. KNIE FF 1X3/ 4 GALVA;6,11;5,05;2,78;Sterck;LF7FIsS6Lh
008196;ATUSA NR.90R EO RED. KNIE FF 5/4X 1/2 GALVA;9,27;7,66;4,21;Sterck;LF7FIsS6Lh
008197;ATUSA NR.90R EO RED. KNIE FF 5/4X 3/4 GALVA;12,51;10,34;5,69;Sterck;LF7FIsS6Lh
008198;ATUSA NR.90R EO RED. KNIE FF 5/4X 1 GALVA;9,96;8,23;4,53;Sterck;LF7FIsS6Lh
008200;ATUSA NR.90R EO RED. KNIE FF 6/4X 1 GALVA;14,53;12,01;6,61;Sterck;LF7FIsS6Lh
008201;ATUSA NR.90R EO RED. KNIE FF 6/4X 5/4 GALVA;15,86;13,11;7,21;Sterck;LF7FIsS6Lh
008202;ATUSA NR.90R FT RED. KNIE FF 2X1 GALVA;25,12;20,76;11,42;Sterck;LF7FIsS6Lh
008203;ATUSA NR.90R EO RED. KNIE FF 2X5/ 4 GALVA;27,24;22,51;12,38;Sterck;LF7FIsS6Lh
008204;ATUSA NR.90R EO RED. KNIE FF 2X6/ 4 GALVA;25,57;21,13;11,62;Sterck;LF7FIsS6Lh
008726;ATUSA NR.529A EO VERLENGSTUK 1/2 GALVA;3,90;3,22;1,77;Sterck;LF7FIsS6Lh
008727;ATUSA NR.529A EO VERLENGSTUK 3/4 GALVA;5,82;4,81;2,65;Sterck;LF7FIsS6Lh
008728;ATUSA NR.529A EO VERLENGSTUK 1 GA LVA;9,01;7,45;4,10;Sterck;LF7FIsS6Lh
