Productnummer;Omschrijving;Inclusieve winkelprijzen;Exclusieve winkelprijzen;Persoonlijke prijs;Leverancier;LeverancierId
033176;ZEPARO SNELONTLUCHTER ZUP 10;34,44;28,46;19,35;Sterck;LF7FIsS6Lh
061898;"DIRTMAG KUNSTSTOF VUILAFSCHEIDER + MAGNEET HOR + VER 3/4""";134,23;110,93;71,00;Sterck;LF7FIsS6Lh
061899;"DIRTMAG KUNSTSTOF VUILAFSCHEIDER + MAGNEET HOR + VER 1""";147,54;121,93;78,04;Sterck;LF7FIsS6Lh
062321;DIRTMAG KUNSTSTOF VUILAFSCHEIDER + MAGNEET HOR + VER 22;134,23;110,93;71,00;Sterck;LF7FIsS6Lh
062322;DIRTMAG KUNSTSTOF VUILAFSCHEIDER + MAGNEET HOR + VER 28;146,57;121,13;77,52;Sterck;LF7FIsS6Lh
009999;AFLAATKRAAN MESSING BOL MET STOP EN KETTING 1/2;7,31;6,04;3,87;Sterck;LF7FIsS6Lh
004816;AFLAATKRAAN MESSING BOL MET STOP EN KETTING 3/8;12,08;9,98;5,99;Sterck;LF7FIsS6Lh
048715;"VUL- EN AFTAP VOOR KETEL 1/2"" CR.";8,74;7,22;4,62;Sterck;LF7FIsS6Lh
049214;"PAKKET 25X VUL- & AFTAPKRAAN VOOR KETEL 1/2""";115,91;95,79;95,79;Sterck;LF7FIsS6Lh
005541;VEILIGHEIDSGROEP DN 15 8BAR DUCO;25,41;21,00;13,44;Sterck;LF7FIsS6Lh
006152;BIC KNEL 15X15 8 BAR EN-NORM;31,58;26,10;24,60;Sterck;LF7FIsS6Lh
010009;VEILIGHEIDSGROEP SFR 3/4;34,80;28,76;18,41;Sterck;LF7FIsS6Lh
010010;VEILIGHEIDSGROEP NA 53 1/2;36,15;29,88;19,12;Sterck;LF7FIsS6Lh
010011;HEVELSET HEV 1;5,83;4,82;3,08;Sterck;LF7FIsS6Lh
010056;VEILIGHEIDSGROEP GSE 3000;34,71;28,69;18,36;Sterck;LF7FIsS6Lh
004818;"VEILIGHEIDSKLEP 1/2"" MET MANOMETER 3BAR CV";20,36;16,83;10,77;Sterck;LF7FIsS6Lh
006942;VEILIGHEIDSVENTIEL DSV 20-3,0 H;29,19;24,12;16,40;Sterck;LF7FIsS6Lh
006943;VEILIGHEIDSVENTIEL DSV 25-3,0 H;76,01;62,82;42,72;Sterck;LF7FIsS6Lh
009990;VEILIGHEIDSKLEP SANITAIR SVW6.1/2;13,01;10,75;6,88;Sterck;LF7FIsS6Lh
009991;VEILIGHEIDSKLEP SANITAIR SVW8.1/2;13,01;10,75;6,88;Sterck;LF7FIsS6Lh
009992;VEILIGHEIDSKLEP SANITAIR SVW10.1/2;13,01;10,75;6,88;Sterck;LF7FIsS6Lh
009993;VEILIGHEIDSKLEP SANITAIR SVW8.3/4;16,32;13,49;8,63;Sterck;LF7FIsS6Lh
030026;INLAATCOMBINATIE 8BAR;76,23;63,00;40,95;Sterck;LF7FIsS6Lh
048707;"VEILIGHEIDSGROEP VERTICAAL BELGAQUA 3/4"" 7 BAR";29,23;24,16;15,46;Sterck;LF7FIsS6Lh
068136;"VEILIGHEIDSKLEP 1/2"" ZONDER MANOMETER 3BAR CV";10,84;8,96;5,73;Sterck;LF7FIsS6Lh
010021;DRUKVERMINDERAAR REDUFIX 20MF;39,99;33,05;21,15;Sterck;LF7FIsS6Lh
010018;DRUKVERMINDERAAR DRV 15;79,32;65,55;41,95;Sterck;LF7FIsS6Lh
010019;DRUKVERMINDERAAR DRV 20;92,73;76,64;49,05;Sterck;LF7FIsS6Lh
010020;DRUKVERMINDERAAR DRV 25;113,11;93,48;59,83;Sterck;LF7FIsS6Lh
005526;TANKCOMBINATIE MINIFLEX III;39,93;33,00;21,12;Sterck;LF7FIsS6Lh
009976;TIGERLOOP COMBI TCN 110A;156,36;129,22;82,70;Sterck;LF7FIsS6Lh
009977;DUBBELE FILTER RG-CN;44,12;36,46;23,33;Sterck;LF7FIsS6Lh
009978;FILTER MET TERUGLOOPTOEVOER RGZ-CN;51,99;42,97;27,50;Sterck;LF7FIsS6Lh
009979;FILTERELEMENT VOOR FILTER RG/SS (GROOT MODEL);6,21;5,13;3,28;Sterck;LF7FIsS6Lh
009981;O-RING VOOR FILTER RG/OR (GROOT MODEL);1,55;1,28;0,82;Sterck;LF7FIsS6Lh
009983;FILTERELEMENT VOOR FILTER RV/SS (KLEIN MODEL);6,21;5,13;3,28;Sterck;LF7FIsS6Lh
009985;O-RING VOOR FILTER RV/OR (KLEIN MODEL);1,55;1,28;0,82;Sterck;LF7FIsS6Lh
005527;NIKKELZEEFELEMENT (500L);3,15;2,60;1,66;Sterck;LF7FIsS6Lh
005528;FLOCO TOP KUNSTSTOF;83,49;69,00;44,16;Sterck;LF7FIsS6Lh
009980;FILTERBUS VOOR FILTER RG/TK (GROOT MODEL);5,80;4,79;3,07;Sterck;LF7FIsS6Lh
009982;EENVOUDIGE FILTER V1-CN;27,90;23,06;14,76;Sterck;LF7FIsS6Lh
009984;FILTERBUS VOOR FILTER RV/TK (KLEIN MODEL);5,80;4,79;3,07;Sterck;LF7FIsS6Lh
019239;RG/F SIKU FILTERELEMENT GEEL;4,68;3,87;2,48;Sterck;LF7FIsS6Lh
020958;AUTOMATISCHE ONTLUCHTER MET MAZOUTFILTER;171,82;142,00;113,60;Sterck;LF7FIsS6Lh
042776;"WATTS MAZOUTFILTER ENKEL MET KRAAN 500L MXFR 3/8""";34,03;28,12;18,00;Sterck;LF7FIsS6Lh
005538;GWG 12 + STEKKER MET BEUGEL;34,36;28,40;18,18;Sterck;LF7FIsS6Lh
005539;GWG 12 + STEKKER MUURMONTAGE;29,65;24,50;15,68;Sterck;LF7FIsS6Lh
005540;GWG 23 RO 250;59,90;49,50;31,68;Sterck;LF7FIsS6Lh
009967;PNEUMATISCHE PEILMETER TELEVAR TLM3 0;73,07;60,39;38,65;Sterck;LF7FIsS6Lh
009968;zVERTIKALE MECH. PEILMETER MECA M200V;18,76;15,50;9,92;Sterck;LF7FIsS6Lh
009969;HORIZONT. MECH. PEILMETER MECA M200H;18,76;15,50;10,38;Sterck;LF7FIsS6Lh
005524;RECHTE KOPPELING 8X10MM;6,29;5,20;3,33;Sterck;LF7FIsS6Lh
019954;PE LEIDING DIA 4X6MM 50M ROL PER METER;0,57;0,47;0,30;Sterck;LF7FIsS6Lh
005530;FLEX.FUEL 750MM MF 1/4X3/8;7,74;6,40;4,10;Sterck;LF7FIsS6Lh
005531;FLEX.FUEL 750MM MF 1/8X3/8;10,89;9,00;5,76;Sterck;LF7FIsS6Lh
005532;FLEX.FUEL 1000MM FF 3/8;9,32;7,70;4,93;Sterck;LF7FIsS6Lh
005533;NIPPEL 3/8C X 1/8PL;1,69;1,40;0,90;Sterck;LF7FIsS6Lh
005534;NIPPEL 3/8C X 3/8PL;1,57;1,30;0,83;Sterck;LF7FIsS6Lh
005535;NIPPEL 3/8C X 1/4PL;1,69;1,40;0,90;Sterck;LF7FIsS6Lh
005536;NIPPEL 3/8C X 3/8C;1,57;1,30;0,83;Sterck;LF7FIsS6Lh
005537;NIPPEL 1/4C X 1/4PL;1,57;1,30;0,83;Sterck;LF7FIsS6Lh
010055;ALARMFLUIT SAF;21,49;17,76;11,37;Sterck;LF7FIsS6Lh
009972;ONTLUCHTINGSKAP CZ 25;6,82;5,64;3,61;Sterck;LF7FIsS6Lh
009973;ONTLUCHTINGSKAP CZ 32;6,82;5,64;3,61;Sterck;LF7FIsS6Lh
009974;ONTLUCHTINGSKAP CZ 50;6,82;5,64;3,61;Sterck;LF7FIsS6Lh
009975;ONTLUCHTINGSKAP C 25/32;4,80;3,97;2,54;Sterck;LF7FIsS6Lh
005529;"DEKSEL GROEN VR. VULKOP 2""""  MESSING";5,69;4,70;3,01;Sterck;LF7FIsS6Lh
009970;VULKAP TS 50/50 MS-DG;13,67;11,30;7,23;Sterck;LF7FIsS6Lh
009971;DEKSEL VULKAP DG-TS 50/50;5,83;4,82;3,08;Sterck;LF7FIsS6Lh
005525;VECOM WATERZOEKPASTA;13,55;11,20;7,17;Sterck;LF7FIsS6Lh
010841;OVERDRACHT MAZOUTPOMP;844,58;698,00;446,72;Sterck;LF7FIsS6Lh
014713;HANDAANZUIGPOMP VOOR MAZOUT;51,67;42,70;42,70;Sterck;LF7FIsS6Lh
011148;MAZOUTPOMP BFP 20 ZON. M AGNEETVENT. BFP20R3 RECHTS 24L/H;95,98;79,32;50,76;Sterck;LF7FIsS6Lh
011149;MAZOUTPOMP BFP 20 ZON. MAGNEETVENT. BFP20L3 LINKS 24L/H;95,98;79,32;50,76;Sterck;LF7FIsS6Lh
011150;MAZOUTPOMP BFP 21 MET MA GNEETVENT. BFP21R3 RECHTS 24L/H;94,04;77,72;49,74;Sterck;LF7FIsS6Lh
011151;MAZOUTPOMP BFP 21 MET MAGNEETVENT. BFP21L3 LINKS 24L/H;100,28;82,88;53,04;Sterck;LF7FIsS6Lh
010091;SIEMENS VEILIGHEIDSAUTOMAAT VOOR STOOKOL IE ZONDER BASIS;95,83;79,20;59,40;Sterck;LF7FIsS6Lh
010762;DANFOSS SPROEIER 0,40 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010763;DANFOSS SPROEIER 0,50 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010764;DANFOSS SPROEIER 0,55 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010765;DANFOSS SPROEIER 0,60 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010766;DANFOSS SPROEIER 0,65 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010767;DANFOSS SPROEIER 0,75 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010768;DANFOSS SPROEIER 0,85 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010769;DANFOSS SPROEIER 1,00 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010770;DANFOSS SPROEIER 1,10 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010771;DANFOSS SPROEIER 1,20 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010772;DANFOSS SPROEIER 1,25 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010773;DANFOSS SPROEIER 1,35 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010774;DANFOSS SPROEIER 1,50 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010775;DANFOSS SPROEIER 1,75 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010776;DANFOSS SPROEIER 2,00 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010777;DANFOSS SPROEIER 2,25 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010778;DANFOSS SPROEIER 2,50 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010779;DANFOSS SPROEIER 2,75 60∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010780;DANFOSS SPROEIER 0,85 60∞B;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010781;DANFOSS SPROEIER 1,00 60∞B;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010782;DANFOSS SPROEIER 3,75 60∞B;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010783;DANFOSS SPROEIER 0,60 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010784;DANFOSS SPROEIER 0,65 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010785;DANFOSS SPROEIER 0,75 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010786;DANFOSS SPROEIER 0,85 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010787;DANFOSS SPROEIER 1,00 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010788;DANFOSS SPROEIER 1,10 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010789;DANFOSS SPROEIER 1,20 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010790;DANFOSS SPROEIER 1,25 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010791;DANFOSS SPROEIER 1,35 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010792;DANFOSS SPROEIER 1,50 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010793;DANFOSS SPROEIER 1,65 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010794;DANFOSS SPROEIER 1,75 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010795;DANFOSS SPROEIER 2,00 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010796;DANFOSS SPROEIER 2,25 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010797;DANFOSS SPROEIER 2,50 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010801;DANFOSS SPROEIER 5,00 45∞S;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010834;DANFOSS SPROEIER 0,65 60∞SR;10,71;8,85;5,66;Sterck;LF7FIsS6Lh
010835;DANFOSS SPROEIER 0,75 60∞SR;10,71;8,85;5,66;Sterck;LF7FIsS6Lh
010836;DANFOSS SPROEIER 0,85 60∞SR;10,71;8,85;5,66;Sterck;LF7FIsS6Lh
010837;DANFOSS SPROEIER 0,65 45∞H;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010838;DANFOSS SPROEIER 0,75 45∞H;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010839;DANFOSS SPROEIER 0,85 45∞H;12,50;10,33;6,61;Sterck;LF7FIsS6Lh
010802;DELAVAN SPROEIER 0,50 60∞W;7,72;6,38;4,08;Sterck;LF7FIsS6Lh
010803;DELAVAN SPROEIER 0,60 60∞W;8,93;7,38;4,72;Sterck;LF7FIsS6Lh
010804;DELAVAN SPROEIER 0,65 60∞W;7,72;6,38;4,08;Sterck;LF7FIsS6Lh
010805;DELAVAN SPROEIER 0,75 60∞W;8,93;7,38;4,72;Sterck;LF7FIsS6Lh
010806;DELAVAN SPROEIER 0,85 60∞W;7,72;6,38;4,08;Sterck;LF7FIsS6Lh
010807;DELAVAN SPROEIER 1,00 60∞W;7,72;6,38;4,08;Sterck;LF7FIsS6Lh
010808;DELAVAN SPROEIER 0,75 45∞W;7,72;6,38;4,08;Sterck;LF7FIsS6Lh
010809;DELAVAN SPROEIER 0,85 45∞W;9,47;7,83;5,01;Sterck;LF7FIsS6Lh
010810;DELAVAN SPROEIER 1,00 45∞W;7,72;6,38;4,08;Sterck;LF7FIsS6Lh
010811;DELAVAN SPROEIER 1,25 45∞W;7,72;6,38;4,08;Sterck;LF7FIsS6Lh
010812;DELAVAN SPROEIER 2,75 45∞W;8,93;7,38;4,72;Sterck;LF7FIsS6Lh
010828;DELAVAN SPROEIER 1,25 60∞W;7,72;6,38;4,08;Sterck;LF7FIsS6Lh
010813;STEINEN SPROEIEN 0,50 60∞ S;10,53;8,70;5,57;Sterck;LF7FIsS6Lh
010814;STEINEN SPROEIEN 0,65 60∞ S;11,77;9,73;6,23;Sterck;LF7FIsS6Lh
010815;STEINEN SPROEIER 0,75 60∞ S;9,53;7,88;5,04;Sterck;LF7FIsS6Lh
010816;STEINEN SPROEIER 0,85 60∞ S;8,63;7,13;4,56;Sterck;LF7FIsS6Lh
010817;STEINEN SPROEIER 1,00 60∞ S;9,53;7,88;5,04;Sterck;LF7FIsS6Lh
010818;STEINEN SPROEIER 1,10 60∞ S;8,63;7,13;4,56;Sterck;LF7FIsS6Lh
010819;STEINEN SPROEIER 1,25 60∞ S;8,63;7,13;4,56;Sterck;LF7FIsS6Lh
010820;STEINEN SPROEIER 0,60 45∞ S;8,63;7,13;4,56;Sterck;LF7FIsS6Lh
010821;STEINEN SPROEIER 0,85 45∞ S;9,53;7,88;5,04;Sterck;LF7FIsS6Lh
010822;STEINEN SPROEIER 1,00 45∞ S;8,63;7,13;4,56;Sterck;LF7FIsS6Lh
010823;STEINEN SPROEIER 1,10 45∞ S;8,63;7,13;4,56;Sterck;LF7FIsS6Lh
010824;STEINEN SPROEIEN 0,60 60∞ H;8,57;7,08;4,53;Sterck;LF7FIsS6Lh
010825;STEINEN SPROEIEN 0,85 60∞ H;8,57;7,08;4,53;Sterck;LF7FIsS6Lh
010826;STEINEN SPROEIER 1,00 60∞ H;8,63;7,13;4,56;Sterck;LF7FIsS6Lh
010827;STEINEN SPROEIER 1,10 60∞ H;8,63;7,13;4,56;Sterck;LF7FIsS6Lh
010829;STEINEN SPROEIEN 0,65 60∞ H;8,89;7,35;4,70;Sterck;LF7FIsS6Lh
010830;STEINEN SPROEIEN 0,75 60∞ H;8,57;7,08;4,53;Sterck;LF7FIsS6Lh
010831;STEINEN SPROEIER 3,00 60∞ S;8,63;7,13;4,56;Sterck;LF7FIsS6Lh
010832;STEINEN SPROEIEN 0,60 60∞ S;11,77;9,73;6,23;Sterck;LF7FIsS6Lh
021733;STEINEN SPROEIER 0,65 45∞ S;11,77;9,73;6,23;Sterck;LF7FIsS6Lh
005399;SPROEIER DANFOSS 0,40 GAL 80∞S VOOR MULTI JET;15,73;13,00;11,05;Sterck;LF7FIsS6Lh
005400;SPROEIER DANFOSS 0,45 GAL 80∞S VOOR MULTI JET;15,73;13,00;11,05;Sterck;LF7FIsS6Lh
005570;GASFILTER GROOT DN 20 3/4 (2 BAR);34,49;28,50;18,24;Sterck;LF7FIsS6Lh
027184;GASFILTER 1/2 FG15/K;14,06;11,62;7,44;Sterck;LF7FIsS6Lh
027206;"GASFILTER FG 20/K 3/4""";14,06;11,62;7,44;Sterck;LF7FIsS6Lh
010191;KETELSOKKEL 32X65X7 3501;32,00;26,45;16,93;Sterck;LF7FIsS6Lh
010192;KETELSOKKEL 60X65X7 3502;38,37;31,71;20,29;Sterck;LF7FIsS6Lh
010193;KETELSOKKEL 70X85X7 3503;47,98;39,65;25,38;Sterck;LF7FIsS6Lh
010194;KETELSOKKEL 100X65X7 3504;51,16;42,28;27,06;Sterck;LF7FIsS6Lh
010195;KETELSOKKEL 130X85X7 3505;63,96;52,86;33,83;Sterck;LF7FIsS6Lh
010074;"3WEG MENGKRAAN 1""";70,30;58,10;43,58;Sterck;LF7FIsS6Lh
010075;"3WEG MENGKRAAN 3/4""";69,13;57,13;42,85;Sterck;LF7FIsS6Lh
025466;"3WEG MENGKRAAN 1/2""";60,94;50,36;37,77;Sterck;LF7FIsS6Lh
010012;ISOLATIEKOPPELINGEN RID 3/4MF;25,31;20,92;13,39;Sterck;LF7FIsS6Lh
017324;ISOLATIEKOPPELINGEN RID 1/2MF;25,31;20,92;13,39;Sterck;LF7FIsS6Lh
006311;SCHOUWCOUDE STAAL VERSTELBAAR MET DEUR DIAMETER 200;44,04;36,40;23,30;Sterck;LF7FIsS6Lh
005866;VERLENGSTUK 0,5M 60/100 PP;29,04;24,00;14,40;Sterck;LF7FIsS6Lh
005867;VERLENGSTUK 1M 60/100 PP;48,40;40,00;24,00;Sterck;LF7FIsS6Lh
005868;VERLENGSTUK 2M 60/100 PP;84,70;70,00;42,00;Sterck;LF7FIsS6Lh
005806;CONC. VERL. 60/100-250 PP/ALU;25,16;20,79;12,47;Sterck;LF7FIsS6Lh
005807;CONC. VERL. 60/100-500 PP/ALU;35,36;29,22;17,53;Sterck;LF7FIsS6Lh
005808;CONC. VERL. 60/100-1000 PP/ALU;53,47;44,19;26,51;Sterck;LF7FIsS6Lh
005869;BOCHT /87∞ 60/100 PP;27,83;23,00;13,80;Sterck;LF7FIsS6Lh
005870;BOCHT 45∞ 60/100 PP (2STUKS);95,59;79,00;47,40;Sterck;LF7FIsS6Lh
005809;CONC. BOCHT 60/100-45∞ PP/ALU;41,10;33,97;20,38;Sterck;LF7FIsS6Lh
005810;CONC. BOCHT 60/100-90∞ PP/ALU;44,31;36,62;21,97;Sterck;LF7FIsS6Lh
009580;BOCHT 90∞ ÿ 60/100;43,56;36,00;23,40;Sterck;LF7FIsS6Lh
005863;SET GEVELDOORVOER 60/100 PP;91,96;76,00;45,60;Sterck;LF7FIsS6Lh
005865;SET DAKDOORVOER 60/100 ALU/PP;114,95;95,00;57,00;Sterck;LF7FIsS6Lh
005802;ROLUX 60-100 PP120 HRTOP DAKDOORVOER;106,86;88,31;52,99;Sterck;LF7FIsS6Lh
005803;ROLUX 60-100 PP120 HRTOP MUURDOORVOER;50,57;41,79;25,07;Sterck;LF7FIsS6Lh
005864;TELESCOPISCHE GEVELDOORVOER 60/ 100 ALU/PP;135,52;112,00;67,20;Sterck;LF7FIsS6Lh
009577;GEVELDOORVOER + BOCHT ÿ60/100 CONDENS THEMA/ISOTWIN;107,69;89,00;57,85;Sterck;LF7FIsS6Lh
009579;DAKDOORVOER ÿ 60/100 CONDENS;135,52;112,00;72,80;Sterck;LF7FIsS6Lh
006976;GEVELDOORVOER 60/100 PP;112,53;93,00;74,40;Sterck;LF7FIsS6Lh
005876;VERLENGSTUK 0,5 M DN 80/125 PPS;49,61;41,00;24,60;Sterck;LF7FIsS6Lh
005877;VERLƒNGERUNG, 1,0 M, DN 80/125 PPS;65,34;54,00;32,40;Sterck;LF7FIsS6Lh
005878;VERLƒNGERUNG, 2,0 M DN 80/125 PPS;107,69;89,00;53,40;Sterck;LF7FIsS6Lh
005770;CONC. BUIS PP/WIT 80/125-250;31,25;25,83;15,50;Sterck;LF7FIsS6Lh
005771;CONC. BUIS PP/WIT 80/125-500;40,14;33,17;19,90;Sterck;LF7FIsS6Lh
005772;CONC. BUIS PP/WIT 80/125-1000;63,55;52,52;31,51;Sterck;LF7FIsS6Lh
005773;CONC. BUIS PP/WIT 80/125-2000;122,51;101,25;60,75;Sterck;LF7FIsS6Lh
017288;BUIS 80/125 GALVA - PP 1M;82,28;68,00;42,16;Sterck;LF7FIsS6Lh
005879;BOGEN 87 GR, DN 80/125 PPS;50,82;42,00;25,20;Sterck;LF7FIsS6Lh
005880;BOGEN 45 GR DN 80/125 PPS (2 STUKS);107,69;89,00;53,40;Sterck;LF7FIsS6Lh
005774;CONC. BOCHT PP/WIT 80/125-45∞;40,14;33,17;19,90;Sterck;LF7FIsS6Lh
005775;CONC. BOCHT PP/WIT 80/125-90∞;48,11;39,76;23,86;Sterck;LF7FIsS6Lh
017287;BOCHT 80/125 GALVA - PP 90∞;56,87;47,00;29,14;Sterck;LF7FIsS6Lh
029042;BOCHT 80/125 GALVA - PP 45∞;55,66;46,00;28,52;Sterck;LF7FIsS6Lh
005874;WAAG. WANDDURCHF‹HRUNG, 80/125 PPS;168,19;139,00;83,40;Sterck;LF7FIsS6Lh
005875;DAKDOORVOER 80/125 ALU/PP ZWART;147,62;122,00;73,20;Sterck;LF7FIsS6Lh
005801;ROLUX PP120 80/125 HRTOP MUURD;101,60;83,97;50,38;Sterck;LF7FIsS6Lh
009489;CONC. GEVELDV. PP ZW/WIT NR.453852 D 80/125MM;103,01;85,13;54,48;Sterck;LF7FIsS6Lh
009490;MUURPLAAT KUNSTST. ZW/WIT SET 453865 D125MM;14,24;11,77;7,53;Sterck;LF7FIsS6Lh
029028;ROLUX 5G 80-125-HR TOP-PP120-DAKDOORVOER;114,78;94,86;56,92;Sterck;LF7FIsS6Lh
026570;DAKDOORVOER GALVA-PP 80/125;130,68;108,00;66,96;Sterck;LF7FIsS6Lh
029043;GEVELDOORVOER 80/125 GALVA - PP;151,25;125,00;77,50;Sterck;LF7FIsS6Lh
009581;DAKDOORVOER CONDENS ÿ 80/125;148,83;123,00;79,95;Sterck;LF7FIsS6Lh
013174;GEVEL DOORVOER CONC  DIA80-125 PP-MW;113,81;94,06;65,84;Sterck;LF7FIsS6Lh
025402;ATAG DAKDOORVOER 80-125 PP/MZ;148,72;122,91;86,04;Sterck;LF7FIsS6Lh
005890;VERLENGSTUK 0,5 M ÿ 60/100;27,83;23,00;13,80;Sterck;LF7FIsS6Lh
005891;VERLENGSTUK 1,0 M ÿ 60/100;41,14;34,00;20,40;Sterck;LF7FIsS6Lh
005759;CONC VERLENG. 60/100-250 WIT ALU;32,27;26,67;16,00;Sterck;LF7FIsS6Lh
005760;CONC VERLENG. 60/100-500 WIT ALU;39,83;32,92;19,75;Sterck;LF7FIsS6Lh
005761;CONC VERLENG. 60/100-1000 WIT ALU;70,07;57,91;34,75;Sterck;LF7FIsS6Lh
005892;BOGEN 90 GR. KONZ. EURO 60/100;26,62;22,00;13,20;Sterck;LF7FIsS6Lh
005893;BOGEN 45 GR. KONZ. EURO (2 STUKS) 60/100;56,87;47,00;28,20;Sterck;LF7FIsS6Lh
005762;CONC. BOCHT 60/100-45∞ WIT ALU;34,42;28,45;17,07;Sterck;LF7FIsS6Lh
005763;CONC. BOCHT 60/100-90∞ WIT ALU;46,66;38,56;23,14;Sterck;LF7FIsS6Lh
005887;HORIZONTALE GEVELDOORVOER ÿ 60/ 100;81,07;67,00;40,20;Sterck;LF7FIsS6Lh
005888;VERTICALE DAKDOORVOER ÿ 60/100;112,53;93,00;55,80;Sterck;LF7FIsS6Lh
005745;ROLUX 60-100-HR+/CONC. DAKDOORVOER NON CONDENS;98,93;81,76;49,06;Sterck;LF7FIsS6Lh
005757;ROLUX 60-100 ALU HR+ MUURD.;50,57;41,79;25,07;Sterck;LF7FIsS6Lh
009588;GEVELDOORVOER EN BOCHT ÿ 60 /100;113,74;94,00;61,10;Sterck;LF7FIsS6Lh
006977;GEVELDOORVOER 60/100;104,06;86,00;68,80;Sterck;LF7FIsS6Lh
005897;VERLENGSTUK 0,5 M 80/125 ALU;44,77;37,00;22,20;Sterck;LF7FIsS6Lh
005898;VERLENGSTUK 1 M 80/125 ALU;60,50;50,00;30,00;Sterck;LF7FIsS6Lh
005765;CONC VERLENG 80/125-250 WIT ALU;39,53;32,67;19,60;Sterck;LF7FIsS6Lh
005766;CONC VERLENG 80/125-500 WIT ALU;51,85;42,85;25,71;Sterck;LF7FIsS6Lh
005767;CONC VERLENG 80/125-1000 WIT ALU;71,00;58,68;35,21;Sterck;LF7FIsS6Lh
005899;BOCHT 90∞ 80/125 ALU;53,24;44,00;26,40;Sterck;LF7FIsS6Lh
005900;BOCHT 45∞ 80/125 ALU;100,43;83,00;49,80;Sterck;LF7FIsS6Lh
005768;CONC BOCHT 80/125 45∞ WIT ALU;42,20;34,88;20,93;Sterck;LF7FIsS6Lh
005769;CONC BOCHT 80/125-90∞ WIT ALU;50,92;42,08;25,25;Sterck;LF7FIsS6Lh
005895;GEVELDOORVOER 80/125 ALU;179,08;148,00;88,80;Sterck;LF7FIsS6Lh
005896;DAKDOORVOER 80/125 ALU;137,94;114,00;68,40;Sterck;LF7FIsS6Lh
005746;ROLUX 80-125-HR+/CONC. DAKDOORVOER;106,09;87,68;52,61;Sterck;LF7FIsS6Lh
005758;ROLUX 80-125 ALU HR+ MUURD.;91,60;75,70;45,42;Sterck;LF7FIsS6Lh
005881;AANSLUITSTUK CONCENTRISCH 80/125 PP;19,36;16,00;9,60;Sterck;LF7FIsS6Lh
005884;AANSLUITSTUK GESCHEIDEN 80/80 PP;24,20;20,00;12,00;Sterck;LF7FIsS6Lh
005886;ADAPTER OVERGANG 80/80 NAAR 80/ 125;33,88;28,00;16,80;Sterck;LF7FIsS6Lh
005889;ADAPTER ÿ 60/100-ÿ 80/125 MET CONDENSAFVOER;148,83;123,00;73,80;Sterck;LF7FIsS6Lh
005894;CLV-ADAPTER;42,35;35,00;21,00;Sterck;LF7FIsS6Lh
005747;ROLUX SPRUITSTUK 80-80 4G;21,67;17,91;10,75;Sterck;LF7FIsS6Lh
005776;ADAPTER 80/80MM-80/125FF PP120;31,33;25,89;15,53;Sterck;LF7FIsS6Lh
